OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
510,5251,0.04,5251,100,0,0,2223,0.05,2223,100,0,0,341,6.49,19,0.36,0,0,0,0,3184,0.09,704,31.6,1452,0.08,1732,0.1,217,11,2956,60.64,341,6.49,63.64,19,0.36,57.89,AZUAY,CUENCA,VICTORIA DEL PORTETE (IRQUIS),Ecuador,ECU.1.3.22_1
511,8437,0.06,4421,52.4,4016,47.6,4177,0.09,2695,64.5,1482,35.48,29,0.66,26,0.59,35,0.87,105,0.01,2867,0.08,732,27.1,1309,0.07,1558,0.09,22,13,2832,64.85,64,0.76,75.86,131,1.55,50,AZUAY,GIRON,GIRON,Ecuador,ECU.1.5.2_1
512,3051,0.02,3051,100,0,0,1574,0.03,1574,100,0,0,2,0.07,44,1.44,0,0,0,0,1604,0.05,377,23.9,742,0.04,862,0.05,2,17,1585,52.57,2,0.07,100,44,1.44,38.64,AZUAY,GIRON,ASUNCION,Ecuador,ECU.1.5.1_1
513,1119,0.01,1119,100,0,0,567,0.01,567,100,0,0,6,0.54,8,0.71,0,0,0,0,569,0.02,132,23.2,250,0.01,319,0.02,1,1,567,50.85,6,0.54,16.67,8,0.71,12.5,AZUAY,GIRON,SAN GERARDO,Ecuador,ECU.1.5.3_1
514,21443,0.15,7462,34.8,13981,65.2,8485,0.18,3413,40.2,5072,59.78,351,4.7,96,1.29,95,0.68,612,0.08,4007,0.12,931,27.2,1830,0.1,2177,0.13,220,56,3731,53.7,446,2.08,62.68,708,3.3,58.33,AZUAY,GUALACEO,GUALACEO,Ecuador,ECU.1.7.2_1
515,1702,0.01,1702,100,0,0,931,0.02,931,100,0,0,0,0,6,0.35,0,0,0,0,1098,0.03,285,30.6,481,0.03,617,0.04,0,2,1096,64.51,0,0,0,6,0.35,33.33,AZUAY,GUALACEO,DANIEL CORDOVA TORAL (EL ORIENTE),Ecuador,ECU.1.7.1_1
516,4326,0.03,4326,100,0,0,2019,0.04,2019,100,0,0,351,8.11,30,0.69,0,0,0,0,3089,0.09,692,34.2,1457,0.08,1632,0.09,280,26,2783,71.41,351,8.11,79.77,30,0.69,86.67,AZUAY,GUALACEO,JADAN,Ecuador,ECU.1.7.3_1
517,2616,0.02,2616,100,0,0,1366,0.03,1366,100,0,0,10,0.38,16,0.61,0,0,0,0,1808,0.05,438,32,825,0.05,983,0.06,2,13,1793,69.11,10,0.38,20,16,0.61,81.25,AZUAY,GUALACEO,MARIANO MORENO,Ecuador,ECU.1.7.5_1
518,1414,0.01,1414,100,0,0,937,0.02,937,100,0,0,3,0.21,4,0.28,0,0,0,0,658,0.02,169,18,292,0.02,366,0.02,3,0,655,46.53,3,0.21,100,4,0.28,0,AZUAY,GUALACEO,REMIGIO CRESPO TORAL (GULAG),Ecuador,ECU.1.7.6_1
519,5305,0.04,5305,100,0,0,2417,0.05,2417,100,0,0,1059,19.9,37,0.7,0,0,0,0,3820,0.11,844,34.9,1667,0.1,2153,0.13,799,31,2990,72.01,1059,19.96,75.45,37,0.7,83.78,AZUAY,GUALACEO,SAN JUAN,Ecuador,ECU.1.7.7_1
520,2745,0.02,2745,100,0,0,1406,0.03,1406,100,0,0,415,15.1,14,0.51,0,0,0,0,1853,0.05,422,30,811,0.05,1042,0.06,322,7,1524,67.5,415,15.12,77.59,14,0.51,50,AZUAY,GUALACEO,ZHIDMAD,Ecuador,ECU.1.7.9_1
521,2030,0.01,2030,100,0,0,1188,0.03,1188,100,0,0,3,0.15,13,0.64,0,0,0,0,1167,0.03,288,24.2,527,0.03,640,0.04,0,8,1159,57.49,3,0.15,0,13,0.64,61.54,AZUAY,GUALACEO,LUIS CORDERO VEGA,Ecuador,ECU.1.7.4_1
522,1128,0.01,1128,100,0,0,810,0.02,810,100,0,0,2,0.18,24,2.13,0,0,0,0,664,0.02,167,20.6,303,0.02,361,0.02,2,10,652,58.87,2,0.18,100,24,2.13,41.67,AZUAY,GUALACEO,SIMON BOLIVAR (CAB. EN GAANZOL),Ecuador,ECU.1.7.8_1
523,3072,0.02,3072,100,0,0,1696,0.04,1696,100,0,0,20,0.65,5,0.16,0,0,0,0,2319,0.07,563,33.2,1067,0.06,1252,0.07,15,1,2303,75.49,20,0.65,75,5,0.16,20,AZUAY,NABON,COCHAPATA,Ecuador,ECU.1.8.1_1
524,2012,0.01,2012,100,0,0,1112,0.02,1112,100,0,0,31,1.54,7,0.35,0,0,0,0,1542,0.04,398,35.7,744,0.04,798,0.05,31,2,1509,76.64,31,1.54,100,7,0.35,28.57,AZUAY,NABON,EL PROGRESO (CAB. EN ZHOTA),Ecuador,ECU.1.8.2_1
525,1282,0.01,1282,100,0,0,911,0.02,911,100,0,0,5,0.39,22,1.72,0,0,0,0,755,0.02,204,22.3,362,0.02,393,0.02,2,12,741,58.89,5,0.39,40,22,1.72,54.55,AZUAY,NABON,LAS NIEVES (CHAYA),Ecuador,ECU.1.8.3_1
526,9850,0.07,2624,26.6,7226,73.36,4282,0.09,1530,35.7,2752,64.27,12,0.46,28,1.07,45,0.62,246,0.03,1619,0.05,416,27.1,734,0.04,885,0.05,8,11,1600,61.7,57,0.58,66.67,274,2.78,39.29,AZUAY,PAUTE,PAUTE,Ecuador,ECU.1.10.6_1
527,2173,0.02,2173,100,0,0,1114,0.02,1114,100,0,0,12,0.55,13,0.6,0,0,0,0,1318,0.04,314,28.1,616,0.04,702,0.04,8,4,1306,60.65,12,0.55,66.67,13,0.6,30.77,AZUAY,PAUTE,BULAN (JOSE VICTOR IZQUIERDO),Ecuador,ECU.1.10.1_1
528,3644,0.03,3644,100,0,0,1747,0.04,1747,100,0,0,12,0.33,127,3.49,0,0,0,0,2288,0.07,558,31.9,1047,0.06,1241,0.07,7,76,2205,62.79,12,0.33,58.33,127,3.49,59.84,AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),Ecuador,ECU.1.10.2_1
529,3320,0.02,3320,100,0,0,1496,0.03,1496,100,0,0,18,0.54,95,2.86,0,0,0,0,1524,0.04,353,23.6,706,0.04,818,0.05,2,45,1477,45.9,18,0.54,11.11,95,2.86,47.37,AZUAY,PAUTE,EL CABO,Ecuador,ECU.1.10.4_1
530,846,0.01,846,100,0,0,706,0.02,706,100,0,0,5,0.59,8,0.95,0,0,0,0,493,0.01,141,19.9,233,0.01,260,0.02,2,2,489,58.27,5,0.59,40,8,0.95,25,AZUAY,PAUTE,GUARAINAG,Ecuador,ECU.1.10.5_1
531,2412,0.02,2412,100,0,0,1139,0.02,1139,100,0,0,59,2.45,25,1.04,0,0,0,0,1464,0.04,377,33.1,668,0.04,796,0.05,46,18,1400,60.7,59,2.45,77.97,25,1.04,72,AZUAY,PAUTE,SAN CRISTOBAL (CARLOS ORDOEZ LAZO),Ecuador,ECU.1.10.7_1
532,1346,0.01,1346,100,0,0,712,0.02,712,100,0,0,6,0.45,52,3.86,0,0,0,0,848,0.02,219,30.7,387,0.02,461,0.03,4,30,814,63,6,0.45,66.67,52,3.86,57.69,AZUAY,PAUTE,TOMEBAMBA,Ecuador,ECU.1.10.8_1
533,1903,0.01,1903,100,0,0,1038,0.02,1038,100,0,0,6,0.32,11,0.58,0,0,0,0,1060,0.03,267,25.7,461,0.03,599,0.03,5,9,1046,55.7,6,0.32,83.33,11,0.58,81.82,AZUAY,PAUTE,DUG DUG,Ecuador,ECU.1.10.3_1
534,8215,0.06,7304,88.9,911,11.09,3337,0.07,3020,90.5,317,9.5,91,1.25,90,1.23,6,0.66,3,0,5761,0.17,1304,43.1,2809,0.16,2952,0.17,53,77,5631,78.87,97,1.18,58.24,93,1.13,85.56,AZUAY,PUCARA,PUCARA,Ecuador,ECU.1.11.1_1
535,1837,0.01,1837,100,0,0,672,0.01,672,100,0,0,0,0,35,1.91,0,0,0,0,1475,0.04,319,47.4,735,0.04,740,0.04,0,25,1450,80.29,0,0,0,35,1.91,71.43,AZUAY,PUCARA,SAN RAFAEL DE SHARUG,Ecuador,ECU.1.11.2_1
536,3244,0.02,1780,54.8,1464,45.13,1530,0.03,934,61,596,38.95,0,0,4,0.22,2,0.14,56,0.01,1040,0.03,230,24.6,464,0.03,576,0.03,0,0,1040,58.43,2,0.06,0,60,1.85,0,AZUAY,SAN FERNANDO,SAN FERNANDO,Ecuador,ECU.1.12.2_1
537,749,0.01,749,100,0,0,384,0.01,384,100,0,0,6,0.8,16,2.14,0,0,0,0,308,0.01,68,17.7,136,0.01,172,0.01,4,0,304,41.12,6,0.8,66.67,16,2.14,0,AZUAY,SAN FERNANDO,CHUMBLIN,Ecuador,ECU.1.12.1_1
538,11607,0.08,6000,51.6,5607,48.31,4992,0.11,2955,59.1,2037,40.81,53,0.88,105,1.75,15,0.27,236,0.03,3780,0.11,906,30.6,1810,0.1,1970,0.11,43,55,3682,63,68,0.59,81.13,341,2.94,52.38,AZUAY,SANTA ISABEL,SANTA ISABEL (CHAGUARURCO),Ecuador,ECU.1.13.4_1
539,4631,0.03,4631,100,0,0,2305,0.05,2305,100,0,0,9,0.19,56,1.21,0,0,0,0,2295,0.07,514,22.3,1117,0.06,1178,0.07,7,22,2266,49.56,9,0.19,77.78,56,1.21,39.29,AZUAY,SANTA ISABEL,ABDON CALDERON (LA UNION),Ecuador,ECU.1.13.1_1
540,2155,0.01,2155,100,0,0,1200,0.03,1200,100,0,0,13,0.6,10,0.46,0,0,0,0,1452,0.04,338,28.1,688,0.04,764,0.04,13,9,1430,67.38,13,0.6,100,10,0.46,90,AZUAY,SANTA ISABEL,ZHAGLLI (SHAGLLI ),Ecuador,ECU.1.13.5_1
541,11170,0.08,7494,67,3676,32.91,5419,0.12,3952,72.9,1467,27.07,46,0.61,124,1.65,22,0.6,100,0.01,4362,0.13,1076,27.2,1910,0.11,2452,0.14,19,95,4248,58.21,68,0.61,41.3,224,2.01,76.61,AZUAY,SIGSIG,SIGSIG,Ecuador,ECU.1.15.7_1
542,1688,0.01,1688,100,0,0,1198,0.03,1198,100,0,0,8,0.47,48,2.84,0,0,0,0,832,0.02,214,17.8,374,0.02,458,0.03,2,21,809,49.29,8,0.47,25,48,2.84,43.75,AZUAY,SIGSIG,CUCHIL (CUTCHIL),Ecuador,ECU.1.15.1_1
543,2886,0.02,2886,100,0,0,2002,0.04,2002,100,0,0,21,0.73,43,1.49,0,0,0,0,1590,0.05,389,19.4,717,0.04,873,0.05,12,16,1562,55.09,21,0.73,57.14,43,1.49,37.21,AZUAY,SIGSIG,GIMA,Ecuador,ECU.1.15.2_1
544,1348,0.01,1348,100,0,0,792,0.02,792,100,0,0,2,0.15,15,1.11,0,0,0,0,560,0.02,153,19.3,252,0.01,308,0.02,0,5,555,41.54,2,0.15,0,15,1.11,33.33,AZUAY,SIGSIG,GUEL,Ecuador,ECU.1.15.3_1
545,3366,0.02,3366,100,0,0,2039,0.04,2039,100,0,0,196,5.82,26,0.77,0,0,0,0,2342,0.07,528,25.9,1047,0.06,1295,0.08,194,22,2126,69.58,196,5.82,98.98,26,0.77,84.62,AZUAY,SIGSIG,LUDO,Ecuador,ECU.1.15.4_1
546,4101,0.03,4101,100,0,0,2059,0.04,2059,100,0,0,77,1.88,25,0.61,0,0,0,0,2785,0.08,634,30.7,1231,0.07,1554,0.09,52,13,2720,67.91,77,1.88,67.53,25,0.61,52,AZUAY,SIGSIG,SAN BARTOLOME,Ecuador,ECU.1.15.5_1
547,2351,0.02,2351,100,0,0,1627,0.03,1627,100,0,0,8,0.34,17,0.72,0,0,0,0,1473,0.04,325,19.9,642,0.04,831,0.05,3,12,1458,62.65,8,0.34,37.5,17,0.72,70.59,AZUAY,SIGSIG,SAN JOSE DE RARANGA,Ecuador,ECU.1.15.6_1
548,2395,0.02,1549,64.6,846,35.32,1812,0.04,1352,74.6,460,25.39,33,2.13,10,0.65,1,0.12,7,0,1143,0.03,325,24,525,0.03,618,0.04,30,7,1106,73.79,34,1.42,90.91,17,0.71,70,AZUAY,O?ÊA,SAN FELIPE DE OA,Ecuador,ECU.1.9.1_1
549,1188,0.01,1188,100,0,0,624,0.01,624,100,0,0,94,7.91,19,1.6,0,0,0,0,638,0.02,149,23.8,290,0.02,348,0.02,45,18,575,53.7,94,7.91,47.87,19,1.6,94.74,AZUAY,O?ÊA,SUSUDEL,Ecuador,ECU.1.9.2_1
550,6787,0.05,2578,37.9,4209,62.02,2669,0.06,1228,46,1441,53.99,4,0.16,21,0.81,1,0.02,95,0.01,1439,0.04,358,29.1,696,0.04,743,0.04,2,7,1430,55.82,5,0.07,50,116,1.71,33.33,AZUAY,CHORDELEG,CHORDELEG,Ecuador,ECU.1.2.1_1
551,1331,0.01,1331,100,0,0,650,0.01,650,100,0,0,10,0.75,5,0.38,0,0,0,0,563,0.02,148,22.7,250,0.01,313,0.02,10,0,553,42.3,10,0.75,100,5,0.38,0,AZUAY,CHORDELEG,PRINCIPAL,Ecuador,ECU.1.2.4_1
552,1896,0.01,1896,100,0,0,863,0.02,863,100,0,0,2,0.11,28,1.48,0,0,0,0,1108,0.03,278,32.2,510,0.03,598,0.03,2,20,1086,58.44,2,0.11,100,28,1.48,71.43,AZUAY,CHORDELEG,LA UNION,Ecuador,ECU.1.2.2_1
553,1494,0.01,1494,100,0,0,752,0.02,752,100,0,0,2,0.13,7,0.47,0,0,0,0,989,0.03,249,33.1,427,0.02,562,0.03,2,2,985,66.2,2,0.13,100,7,0.47,28.57,AZUAY,CHORDELEG,LUIS GALARZA ORELLANA (CAB. EN DELEGSOL),Ecuador,ECU.1.2.3_1
554,1069,0.01,1069,100,0,0,656,0.01,656,100,0,0,0,0,28,2.62,0,0,0,0,709,0.02,185,28.2,309,0.02,400,0.02,0,12,697,66.32,0,0,0,28,2.62,42.86,AZUAY,CHORDELEG,SAN MARTIN DE PUZHIO,Ecuador,ECU.1.2.5_1
555,1196,0.01,710,59.3,486,40.64,634,0.01,406,64,228,35.96,0,0,23,3.24,0,0,0,0,315,0.01,78,19.2,152,0.01,163,0.01,0,15,300,44.37,0,0,0,23,1.92,65.22,AZUAY,EL PAN,EL PAN,Ecuador,ECU.1.4.1_1
556,1840,0.01,1840,100,0,0,1458,0.03,1458,100,0,0,0,0,19,1.03,0,0,0,0,921,0.03,260,17.8,433,0.02,488,0.03,0,13,908,50.05,0,0,0,19,1.03,68.42,AZUAY,EL PAN,SAN VICENTE,Ecuador,ECU.1.4.2_1
557,2245,0.02,1407,62.6,838,37.33,985,0.02,664,67.4,321,32.59,2,0.14,7,0.5,0,0,29,0,663,0.02,148,22.2,306,0.02,357,0.02,1,3,659,47.12,2,0.09,50,36,1.6,42.86,AZUAY,SEVILLA DE ORO,SEVILLA DE ORO,Ecuador,ECU.1.14.3_1
558,1423,0.01,1423,100,0,0,830,0.02,830,100,0,0,37,2.6,25,1.76,0,0,0,0,723,0.02,170,20.4,353,0.02,370,0.02,13,1,709,50.81,37,2.6,35.14,25,1.76,4,AZUAY,SEVILLA DE ORO,AMALUZA,Ecuador,ECU.1.14.1_1
559,2221,0.02,2221,100,0,0,1131,0.02,1131,100,0,0,8,0.36,25,1.13,0,0,0,0,1024,0.03,268,23.7,495,0.03,529,0.03,1,11,1012,46.11,8,0.36,12.5,25,1.13,44,AZUAY,SEVILLA DE ORO,PALMAS,Ecuador,ECU.1.14.2_1
560,3409,0.02,2284,67,1125,33,1659,0.04,1211,73,448,27,3,0.13,21,0.92,7,0.62,34,0,1146,0.03,269,22.2,514,0.03,632,0.04,0,5,1141,50.18,10,0.29,0,55,1.61,23.81,AZUAY,GUACHAPALA,GUACHAPALA,Ecuador,ECU.1.6.1_1
561,17404,0.12,12501,71.8,4903,28.17,5805,0.12,4209,72.5,1596,27.49,104,0.83,717,5.74,20,0.41,394,0.05,5947,0.17,1363,32.3,3049,0.17,2898,0.17,50,316,5581,47.57,124,0.71,48.08,1111,6.38,44.07,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Ecuador,ECU.1.1.1_1
562,4594,0.03,4594,100,0,0,1835,0.04,1835,100,0,0,8,0.17,90,1.96,0,0,0,0,2914,0.08,686,37.3,1486,0.08,1428,0.08,3,38,2873,63.43,8,0.17,37.5,90,1.96,42.22,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DE PIJILI,Ecuador,ECU.1.13.2_1
563,37995,0.26,4147,10.9,33848,89.09,12522,0.27,1838,14.6,10684,85.32,61,1.47,15,0.36,391,1.16,891,0.12,2462,0.07,539,29.3,1105,0.06,1357,0.08,46,12,2404,59.37,452,1.19,75.41,906,2.38,80,CA?ÊAR,AZOGUES,AZOGUES,Ecuador,ECU.3.1.1_1
564,3689,0.03,3689,100,0,0,1702,0.04,1702,100,0,0,4,0.11,11,0.3,0,0,0,0,1778,0.05,451,26.5,774,0.04,1004,0.06,1,5,1772,48.2,4,0.11,25,11,0.3,45.45,CA?ÊAR,AZOGUES,COJITAMBO,Ecuador,ECU.3.1.2_1
565,8853,0.06,8853,100,0,0,3775,0.08,3775,100,0,0,79,0.89,64,0.72,0,0,0,0,4083,0.12,948,25.1,1829,0.1,2254,0.13,40,45,3998,46.12,79,0.89,50.63,64,0.72,70.31,CA?ÊAR,AZOGUES,GUAPAN,Ecuador,ECU.3.1.3_1
566,6807,0.05,6807,100,0,0,3102,0.07,3102,100,0,0,92,1.35,88,1.29,0,0,0,0,3186,0.09,788,25.4,1450,0.08,1736,0.1,46,41,3099,46.8,92,1.35,50,88,1.29,46.59,CA?ÊAR,AZOGUES,JAVIER LOYOLA (CHUQUIPATA),Ecuador,ECU.3.1.4_1
567,3871,0.03,3871,100,0,0,2158,0.05,2158,100,0,0,93,2.4,46,1.19,0,0,0,0,1796,0.05,449,20.8,809,0.05,987,0.06,40,25,1731,46.4,93,2.4,43.01,46,1.19,54.35,CA?ÊAR,AZOGUES,LUIS CORDERO,Ecuador,ECU.3.1.5_1
568,2103,0.01,2103,100,0,0,1350,0.03,1350,100,0,0,219,10.4,20,0.95,0,0,0,0,1351,0.04,324,24,637,0.04,714,0.04,166,2,1183,64.24,219,10.41,75.8,20,0.95,10,CA?ÊAR,AZOGUES,PINDILIG,Ecuador,ECU.3.1.6_1
569,1542,0.01,1542,100,0,0,695,0.01,695,100,0,0,123,7.98,3,0.19,0,0,0,0,1215,0.04,279,40.1,571,0.03,644,0.04,102,2,1111,78.79,123,7.98,82.93,3,0.19,66.67,CA?ÊAR,AZOGUES,RIVERA,Ecuador,ECU.3.1.7_1
570,3567,0.02,3567,100,0,0,1991,0.04,1991,100,0,0,29,0.81,37,1.04,0,0,0,0,2268,0.07,611,30.6,1016,0.06,1252,0.07,15,14,2239,63.58,29,0.81,51.72,37,1.04,37.84,CA?ÊAR,AZOGUES,SAN MIGUEL,Ecuador,ECU.3.1.8_1
571,1637,0.01,1637,100,0,0,1023,0.02,1023,100,0,0,89,5.44,8,0.49,0,0,0,0,871,0.03,225,21.9,397,0.02,474,0.03,54,6,811,53.21,89,5.44,60.67,8,0.49,75,CA?ÊAR,AZOGUES,TADAY,Ecuador,ECU.3.1.9_1
572,13705,0.09,8212,59.9,5493,40.08,5938,0.13,3793,63.8,2145,36.12,590,7.18,28,0.34,123,2.24,120,0.02,4915,0.14,1222,32.2,2183,0.12,2732,0.16,422,20,4473,59.85,713,5.2,71.53,148,1.08,71.43,CA?ÊAR,BIBLIAN,BIBLIAN,Ecuador,ECU.3.2.1_1
573,2565,0.02,2565,100,0,0,1218,0.03,1218,100,0,0,72,2.81,16,0.62,0,0,0,0,1756,0.05,425,34.8,777,0.04,979,0.06,48,12,1696,68.46,72,2.81,66.67,16,0.62,75,CA?ÊAR,BIBLIAN,NAZON (CAB. EN PAMPA DE DOMINGUEZ),Ecuador,ECU.3.2.3_1
574,1731,0.01,1731,100,0,0,708,0.02,708,100,0,0,50,2.89,9,0.52,0,0,0,0,916,0.03,209,29.5,401,0.02,515,0.03,39,4,873,52.92,50,2.89,78,9,0.52,44.44,CA?ÊAR,BIBLIAN,SAN FRANCISCO DE SAGEO,Ecuador,ECU.3.2.4_1
575,1071,0.01,1071,100,0,0,764,0.02,764,100,0,0,35,3.27,3,0.28,0,0,0,0,674,0.02,207,27,295,0.02,379,0.02,17,0,657,62.93,35,3.27,48.57,3,0.28,0,CA?ÊAR,BIBLIAN,TURUPAMBA,Ecuador,ECU.3.2.5_1
576,1745,0.01,1745,100,0,0,996,0.02,996,100,0,0,213,12.2,5,0.29,0,0,0,0,987,0.03,254,25.5,435,0.02,552,0.03,164,4,819,56.56,213,12.21,77,5,0.29,80,CA?ÊAR,BIBLIAN,JERUSALEN,Ecuador,ECU.3.2.2_1
577,18335,0.13,4928,26.8,13407,73.12,6208,0.13,2099,33.8,4109,66.19,4303,87.3,0,0,1910,14.25,110,0.01,3376,0.1,858,40.8,1538,0.09,1838,0.11,2983,0,393,68.51,6213,33.89,69.32,110,0.6,0,CA?ÊAR,CA?ÊAR,CAAR,Ecuador,ECU.3.3.1_1
578,4140,0.03,4140,100,0,0,1467,0.03,1467,100,0,0,2299,55.5,15,0.36,0,0,0,0,3270,0.09,733,49.9,1494,0.09,1776,0.1,1967,10,1293,78.99,2299,55.53,85.56,15,0.36,66.67,CA?ÊAR,CA?ÊAR,CHONTAMARCA,Ecuador,ECU.3.3.2_1
579,3088,0.02,3088,100,0,0,1251,0.03,1251,100,0,0,764,24.7,18,0.58,0,0,0,0,1679,0.05,376,30,770,0.04,909,0.05,419,13,1247,54.37,764,24.74,54.84,18,0.58,72.22,CA?ÊAR,CA?ÊAR,CHOROCOPTE,Ecuador,ECU.3.3.3_1
580,3400,0.02,3400,100,0,0,1285,0.03,1285,100,0,0,2742,80.6,4,0.12,0,0,0,0,2928,0.08,692,53.8,1384,0.08,1544,0.09,2410,3,515,86.12,2742,80.65,87.89,4,0.12,75,CA?ÊAR,CA?ÊAR,GENERAL MORALES (SOCARTE),Ecuador,ECU.3.3.5_1
581,3842,0.03,3842,100,0,0,1509,0.03,1509,100,0,0,1928,50.1,30,0.78,0,0,0,0,2683,0.08,611,40.4,1201,0.07,1482,0.09,1577,3,1103,69.83,1928,50.18,81.79,30,0.78,10,CA?ÊAR,CA?ÊAR,GUALLETURO,Ecuador,ECU.3.3.6_1
582,6226,0.04,6226,100,0,0,2442,0.05,2442,100,0,0,927,14.8,26,0.42,0,0,0,0,3859,0.11,837,34.2,1664,0.1,2195,0.13,600,9,3250,61.98,927,14.89,64.72,26,0.42,34.62,CA?ÊAR,CA?ÊAR,HONORATO VASQUEZ (TAMBO VIEJO),Ecuador,ECU.3.3.7_1
583,8340,0.06,8340,100,0,0,3396,0.07,3396,100,0,0,3789,45.4,31,0.37,0,0,0,0,6213,0.18,1464,43.1,2796,0.16,3417,0.2,2856,23,3334,74.5,3789,45.43,75.38,31,0.37,74.19,CA?ÊAR,CA?ÊAR,INGAPIRCA,Ecuador,ECU.3.3.8_1
584,2169,0.01,2169,100,0,0,1034,0.02,1034,100,0,0,1722,79.3,0,0,0,0,0,0,1284,0.04,319,30.8,579,0.03,705,0.04,1076,0,208,59.2,1722,79.39,62.49,0,0,0,CA?ÊAR,CA?ÊAR,JUNCAL,Ecuador,ECU.3.3.9_1
585,1974,0.01,1974,100,0,0,836,0.02,836,100,0,0,9,0.46,104,5.27,0,0,0,0,1192,0.03,269,32.1,607,0.03,585,0.03,2,72,1118,60.39,9,0.46,22.22,104,5.27,69.23,CA?ÊAR,CA?ÊAR,SAN ANTONIO,Ecuador,ECU.3.3.10_1
586,2368,0.02,2368,100,0,0,1102,0.02,1102,100,0,0,1825,77,10,0.42,0,0,0,0,1778,0.05,445,40.3,829,0.05,949,0.06,1399,7,372,75.08,1825,77.07,76.66,10,0.42,70,CA?ÊAR,CA?ÊAR,ZHUD,Ecuador,ECU.3.3.12_1
587,1288,0.01,1288,100,0,0,485,0.01,485,100,0,0,126,9.78,20,1.55,0,0,0,0,903,0.03,199,41,438,0.03,465,0.03,102,11,790,70.11,126,9.78,80.95,20,1.55,55,CA?ÊAR,CA?ÊAR,VENTURA,Ecuador,ECU.3.3.11_1
588,4153,0.03,4153,100,0,0,1471,0.03,1471,100,0,0,809,19.4,41,0.99,0,0,0,0,2851,0.08,617,41.9,1391,0.08,1460,0.08,642,15,2194,68.65,809,19.48,79.36,41,0.99,36.59,CA?ÊAR,CA?ÊAR,DUCUR,Ecuador,ECU.3.3.4_1
589,42610,0.29,7351,17.2,35259,82.75,14435,0.31,2570,17.8,11865,82.2,56,0.76,322,4.38,423,1.2,2836,0.37,3618,0.1,774,30.1,1761,0.1,1857,0.11,31,189,3398,49.22,479,1.12,55.36,3158,7.41,58.7,CA?ÊAR,LA TRONCAL,LA TRONCAL,Ecuador,ECU.3.6.1_1
590,2765,0.02,2765,100,0,0,808,0.02,808,100,0,0,11,0.4,239,8.64,0,0,0,0,1502,0.04,331,40.9,768,0.04,734,0.04,6,141,1355,54.32,11,0.4,54.55,239,8.64,59,CA?ÊAR,LA TRONCAL,MANUEL J. CALLE,Ecuador,ECU.3.6.2_1
591,9014,0.06,9014,100,0,0,2754,0.06,2754,100,0,0,26,0.29,690,7.65,0,0,0,0,5672,0.16,1212,44,2926,0.17,2746,0.16,15,451,5206,62.92,26,0.29,57.69,690,7.65,65.36,CA?ÊAR,LA TRONCAL,PANCHO NEGRO,Ecuador,ECU.3.6.3_1
592,9475,0.07,4801,50.6,4674,49.33,3559,0.08,1954,54.9,1605,45.1,3068,63.9,3,0.06,1222,26.14,29,0,3257,0.09,775,39.6,1463,0.08,1794,0.1,2172,1,1084,67.84,4290,45.28,70.8,32,0.34,33.33,CA?ÊAR,EL TAMBO,EL TAMBO,Ecuador,ECU.3.5.1_1
593,4433,0.03,3855,86.9,578,13.04,3095,0.07,2794,90.2,301,9.73,106,2.75,30,0.78,9,1.56,7,0,1957,0.06,568,20.3,841,0.05,1116,0.06,62,12,1883,50.77,115,2.59,58.49,37,0.83,40,CA?ÊAR,DELEG,DELEG,Ecuador,ECU.3.4.1_1
594,1667,0.01,1667,100,0,0,1521,0.03,1521,100,0,0,27,1.62,15,0.9,0,0,0,0,960,0.03,310,20.3,439,0.03,521,0.03,20,7,933,57.59,27,1.62,74.07,15,0.9,46.67,CA?ÊAR,DELEG,SOLANO,Ecuador,ECU.3.4.2_1
595,5016,0.03,3750,74.7,1266,25.24,1839,0.04,1417,77,422,22.95,3267,87.1,1,0.03,582,45.97,7,0,2971,0.09,768,54.2,1324,0.08,1647,0.1,2617,1,353,79.23,3849,76.73,80.1,8,0.16,100,CA?ÊAR,SUSCAL,SUSCAL,Ecuador,ECU.3.7.1_1
596,241606,1.67,10346,4.28,231260,95.72,74117,1.59,3546,4.78,70571,95.22,33,0.32,643,6.21,2575,1.11,22007,2.84,5902,0.17,1478,41.6,3012,0.17,2890,0.17,18,325,5559,57.05,2608,1.08,54.55,22650,9.37,50.54,EL ORO,MACHALA,MACHALA,Ecuador,ECU.7.8.2_1
