OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
872,8507,0.06,8507,100,0,0,2828,0.06,2828,100,0,0,1,0.01,115,1.35,0,0,0,0,8092,0.23,2191,77.4,4319,0.25,3773,0.22,1,105,7986,95.12,1,0.01,100,115,1.35,91.3,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ecuador,ECU.14.13.1_1
873,7192,0.05,7192,100,0,0,2488,0.05,2488,100,0,0,5,0.07,183,2.54,0,0,0,0,5991,0.17,1598,64.2,3224,0.18,2767,0.16,3,144,5844,83.3,5,0.07,60,183,2.54,78.69,MANABI,PAJAN,CASCOL,Ecuador,ECU.14.13.2_1
874,3931,0.03,3931,100,0,0,1248,0.03,1248,100,0,0,3,0.08,101,2.57,0,0,0,0,3489,0.1,923,73.9,1820,0.1,1669,0.1,3,81,3405,88.76,3,0.08,100,101,2.57,80.2,MANABI,PAJAN,GUALE,Ecuador,ECU.14.13.3_1
875,5177,0.04,5177,100,0,0,1462,0.03,1462,100,0,0,5,0.1,63,1.22,0,0,0,0,4595,0.13,1116,76.3,2428,0.14,2167,0.13,5,57,4533,88.76,5,0.1,100,63,1.22,90.48,MANABI,PAJAN,LASCANO,Ecuador,ECU.14.13.4_1
876,17416,0.12,13582,77.9,3834,22.01,4688,0.1,3630,77.4,1058,22.57,8,0.06,193,1.42,10,0.26,221,0.03,12262,0.35,2730,75.2,6446,0.37,5816,0.34,7,177,12078,90.28,18,0.1,87.5,414,2.38,91.71,MANABI,PICHINCHA,PICHINCHA,Ecuador,ECU.14.15.2_1
877,7567,0.05,7567,100,0,0,2106,0.05,2106,100,0,0,5,0.07,146,1.93,0,0,0,0,7076,0.2,1553,73.7,3744,0.21,3332,0.19,5,98,6973,93.51,5,0.07,100,146,1.93,67.12,MANABI,PICHINCHA,BARRAGANETE,Ecuador,ECU.14.15.1_1
878,5261,0.04,5261,100,0,0,1420,0.03,1420,100,0,0,2,0.04,85,1.62,0,0,0,0,4436,0.13,982,69.1,2243,0.13,2193,0.13,1,52,4383,84.32,2,0.04,50,85,1.62,61.18,MANABI,PICHINCHA,SAN SEBASTIAN,Ecuador,ECU.14.15.3_1
879,33469,0.23,24265,72.5,9204,27.5,10049,0.22,7448,74.1,2601,25.88,13,0.05,622,2.56,4,0.04,414,0.05,16402,0.47,4047,54.3,8375,0.48,8027,0.47,8,436,15958,67.6,17,0.05,61.54,1036,3.1,70.1,MANABI,ROCAFUERTE,ROCAFUERTE,Ecuador,ECU.14.18.1_1
880,22298,0.15,12617,56.5,9681,43.42,6353,0.14,3705,58.3,2648,41.68,8,0.06,207,1.64,3,0.03,761,0.1,10430,0.3,2407,64.9,5375,0.31,5055,0.29,5,166,10259,82.67,11,0.05,62.5,968,4.34,80.19,MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,Ecuador,ECU.14.20.5_1
881,7423,0.05,7423,100,0,0,2423,0.05,2423,100,0,0,5,0.07,163,2.2,0,0,0,0,4814,0.14,1113,45.9,2429,0.14,2385,0.14,5,114,4695,64.85,5,0.07,100,163,2.2,69.94,MANABI,SANTA ANA,AYACUCHO,Ecuador,ECU.14.20.1_1
882,5886,0.04,5886,100,0,0,1663,0.04,1663,100,0,0,1,0.02,398,6.76,0,0,0,0,4874,0.14,1059,63.6,2476,0.14,2398,0.14,1,316,4557,82.81,1,0.02,100,398,6.76,79.4,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ecuador,ECU.14.20.2_1
883,6466,0.04,6466,100,0,0,1752,0.04,1752,100,0,0,5,0.08,108,1.67,0,0,0,0,5869,0.17,1306,74.5,3046,0.17,2823,0.16,5,88,5776,90.77,5,0.08,100,108,1.67,81.48,MANABI,SANTA ANA,LA UNION,Ecuador,ECU.14.20.3_1
884,5312,0.04,5312,100,0,0,1412,0.03,1412,100,0,0,2,0.04,200,3.77,0,0,0,0,4689,0.14,1008,71.3,2468,0.14,2221,0.13,1,176,4512,88.27,2,0.04,50,200,3.77,88,MANABI,SANTA ANA,SAN PABLO (CAB EN PUEBLO NUEVO),Ecuador,ECU.14.20.4_1
885,26112,0.18,5191,19.8,20921,80.12,8075,0.17,1644,20.3,6431,79.64,7,0.13,628,12.1,46,0.22,1708,0.22,3847,0.11,912,55.4,1972,0.11,1875,0.11,4,419,3424,74.11,53,0.2,57.14,2336,8.95,66.72,MANABI,SUCRE,BAHIA DE CARAQUEZ,Ecuador,ECU.14.21.1_1
886,20060,0.14,20060,100,0,0,7242,0.16,7242,100,0,0,7,0.03,1053,5.25,0,0,0,0,13117,0.38,3399,46.9,6622,0.38,6495,0.38,2,787,12328,65.39,7,0.03,28.57,1053,5.25,74.74,MANABI,SUCRE,CHARAPOTO,Ecuador,ECU.14.21.2_1
887,10987,0.08,10987,100,0,0,3366,0.07,3366,100,0,0,11,0.1,596,5.42,0,0,0,0,8096,0.23,1875,55.7,4174,0.24,3922,0.23,6,357,7733,73.69,11,0.1,54.55,596,5.42,59.9,MANABI,SUCRE,SAN ISIDRO,Ecuador,ECU.14.21.3_1
888,28174,0.19,17423,61.8,10751,38.16,7764,0.17,4783,61.6,2981,38.4,27,0.15,502,2.88,5,0.05,1259,0.16,14063,0.41,3288,68.7,7235,0.41,6828,0.4,19,392,13652,80.72,32,0.11,70.37,1761,6.25,78.09,MANABI,TOSAGUA,TOSAGUA,Ecuador,ECU.14.22.3_1
889,3885,0.03,3885,100,0,0,1097,0.02,1097,100,0,0,9,0.23,122,3.14,0,0,0,0,2515,0.07,569,51.8,1263,0.07,1252,0.07,0,67,2448,64.74,9,0.23,0,122,3.14,54.92,MANABI,TOSAGUA,BACHILLERO,Ecuador,ECU.14.22.2_1
890,6282,0.04,6282,100,0,0,1800,0.04,1800,100,0,0,1,0.02,215,3.42,0,0,0,0,4428,0.13,1059,58.8,2264,0.13,2164,0.13,1,147,4280,70.49,1,0.02,100,215,3.42,68.37,MANABI,TOSAGUA,ANGEL PEDRO GILER (LA ESTANCILLA),Ecuador,ECU.14.22.1_1
891,13426,0.09,8627,64.2,4799,35.74,4205,0.09,2775,65.9,1430,34.01,3,0.03,444,5.15,3,0.06,296,0.04,7490,0.22,1872,67.4,3882,0.22,3608,0.21,1,417,7072,86.82,6,0.04,33.33,740,5.51,93.92,MANABI,24 DE MAYO,SUCRE,Ecuador,ECU.14.1.4_1
892,4920,0.03,4920,100,0,0,1513,0.03,1513,100,0,0,3,0.06,60,1.22,0,0,0,0,4120,0.12,1014,67,2108,0.12,2012,0.12,3,45,4072,83.74,3,0.06,100,60,1.22,75,MANABI,24 DE MAYO,BELLAVISTA,Ecuador,ECU.14.1.2_1
893,6548,0.05,6548,100,0,0,2223,0.05,2223,100,0,0,3,0.05,97,1.48,0,0,0,0,5836,0.17,1509,67.8,3058,0.17,2778,0.16,0,87,5749,89.13,3,0.05,0,97,1.48,89.69,MANABI,24 DE MAYO,NOBOA,Ecuador,ECU.14.1.3_1
894,3952,0.03,3952,100,0,0,1128,0.02,1128,100,0,0,2,0.05,28,0.71,0,0,0,0,3517,0.1,848,75.1,1862,0.11,1655,0.1,0,25,3492,88.99,2,0.05,0,28,0.71,89.29,MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,Ecuador,ECU.14.1.1_1
895,33640,0.23,11730,34.8,21910,65.13,8522,0.18,3024,35.4,5498,64.52,8,0.07,649,5.53,135,0.62,2465,0.32,10162,0.29,2031,67.1,5433,0.31,4729,0.27,7,544,9611,86.63,143,0.43,87.5,3114,9.26,83.82,MANABI,PEDERNALES,PEDERNALES,Ecuador,ECU.14.14.4_1
896,13708,0.09,13708,100,0,0,3710,0.08,3710,100,0,0,27,0.2,1045,7.62,0,0,0,0,11501,0.33,2273,61.2,6021,0.34,5480,0.32,14,869,10618,83.9,27,0.2,51.85,1045,7.62,83.16,MANABI,PEDERNALES,COJIMIES,Ecuador,ECU.14.14.2_1
897,5212,0.04,5212,100,0,0,1387,0.03,1387,100,0,0,4,0.08,124,2.38,0,0,0,0,4793,0.14,1010,72.8,2444,0.14,2349,0.14,4,109,4680,91.96,4,0.08,100,124,2.38,87.9,MANABI,PEDERNALES,10 DE AGOSTO,Ecuador,ECU.14.14.3_1
898,2568,0.02,2568,100,0,0,656,0.01,656,100,0,0,9,0.35,77,3,0,0,0,0,2277,0.07,467,71.1,1157,0.07,1120,0.07,8,70,2199,88.67,9,0.35,88.89,77,3,90.91,MANABI,PEDERNALES,ATAHUALPA,Ecuador,ECU.14.14.1_1
899,9844,0.07,7729,78.5,2115,21.49,3018,0.06,2319,76.8,699,23.16,7,0.09,157,2.03,1,0.05,174,0.02,6738,0.19,1642,70.8,3527,0.2,3211,0.19,7,148,6583,87.18,8,0.08,100,331,3.36,94.27,MANABI,OLMEDO,OLMEDO,Ecuador,ECU.14.12.1_1
900,10928,0.08,1058,9.68,9870,90.32,3187,0.07,327,10.2,2860,89.74,1,0.09,25,2.36,16,0.16,605,0.08,925,0.03,226,69.1,486,0.03,439,0.03,1,22,902,87.43,17,0.16,100,630,5.77,88,MANABI,PUERTO LOPEZ,PUERTO LOPEZ,Ecuador,ECU.14.17.2_1
901,4989,0.03,4989,100,0,0,1404,0.03,1404,100,0,0,127,2.55,448,8.98,0,0,0,0,3856,0.11,896,63.8,1986,0.11,1870,0.11,110,344,3402,77.29,127,2.55,86.61,448,8.98,76.79,MANABI,PUERTO LOPEZ,MACHALILLA,Ecuador,ECU.14.17.1_1
902,4534,0.03,4534,100,0,0,1543,0.03,1543,100,0,0,394,8.69,130,2.87,0,0,0,0,2788,0.08,637,41.2,1449,0.08,1339,0.08,207,93,2488,61.49,394,8.69,52.54,130,2.87,71.54,MANABI,PUERTO LOPEZ,SALANGO,Ecuador,ECU.14.17.3_1
903,23253,0.16,17163,73.8,6090,26.19,4096,0.09,2795,68.2,1301,31.76,39,0.23,535,3.12,7,0.11,521,0.07,14095,0.41,2057,73.6,7179,0.41,6916,0.4,7,450,13638,82.12,46,0.2,17.95,1056,4.54,84.11,MANABI,JAMA,JAMA,Ecuador,ECU.14.6.1_1
904,18486,0.13,1278,6.91,17208,93.09,5107,0.11,352,6.89,4755,93.11,3,0.23,177,13.8,12,0.07,2186,0.28,353,0.01,81,23,184,0.01,169,0.01,0,65,288,27.62,15,0.08,0,2363,12.78,36.72,MANABI,JARAMIJO,JARAMIJO,Ecuador,ECU.14.7.1_1
905,15138,0.1,5319,35.1,9819,64.86,4718,0.1,1675,35.5,3043,64.5,5,0.09,220,4.14,22,0.22,911,0.12,4055,0.12,970,57.9,2135,0.12,1920,0.11,4,176,3875,76.24,27,0.18,80,1131,7.47,80,MANABI,SAN VICENTE,SAN VICENTE,Ecuador,ECU.14.19.2_1
906,6887,0.05,6887,100,0,0,2144,0.05,2144,100,0,0,4,0.06,450,6.53,0,0,0,0,5379,0.16,1276,59.5,2840,0.16,2539,0.15,1,331,5047,78.1,4,0.06,25,450,6.53,73.56,MANABI,SAN VICENTE,CANOA,Ecuador,ECU.14.19.1_1
907,19176,0.13,192,1,18984,99,6176,0.13,92,1.49,6084,98.51,58,30.2,2,1.04,1878,9.89,518,0.07,147,0,28,30.4,81,0,66,0,50,1,96,76.56,1936,10.1,86.21,520,2.71,50,MORONA SANTIAGO,MORONA,MACAS,Ecuador,ECU.15.5.4_1
908,425,0,425,100,0,0,171,0,171,100,0,0,13,3.06,4,0.94,0,0,0,0,133,0,32,18.7,70,0,63,0,9,0,124,31.29,13,3.06,69.23,4,0.94,0,MORONA SANTIAGO,MORONA,ALSHI (CAB EN 9 DE OCTUBRE),Ecuador,ECU.15.5.1_1
909,2590,0.02,2590,100,0,0,964,0.02,964,100,0,0,501,19.3,39,1.51,0,0,0,0,1421,0.04,299,31,689,0.04,732,0.04,375,23,1023,54.86,501,19.34,74.85,39,1.51,58.97,MORONA SANTIAGO,MORONA,GENERAL PROA?ÊO,Ecuador,ECU.15.5.3_1
910,785,0.01,785,100,0,0,347,0.01,347,100,0,0,117,14.9,14,1.78,0,0,0,0,418,0.01,95,27.3,204,0.01,214,0.01,85,5,328,53.25,117,14.9,72.65,14,1.78,35.71,MORONA SANTIAGO,MORONA,SAN ISIDRO,Ecuador,ECU.15.5.6_1
911,13413,0.09,13413,100,0,0,3359,0.07,3359,100,0,0,11340,84.5,39,0.29,0,0,0,0,10995,0.32,2097,62.4,5462,0.31,5533,0.32,9838,24,1133,81.97,11340,84.54,86.75,39,0.29,61.54,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,Ecuador,ECU.15.5.7_1
912,766,0.01,766,100,0,0,330,0.01,330,100,0,0,132,17.2,3,0.39,0,0,0,0,367,0.01,77,23.3,185,0.01,182,0.01,91,2,274,47.91,132,17.23,68.94,3,0.39,66.67,MORONA SANTIAGO,MORONA,SINAI,Ecuador,ECU.15.5.8_1
913,223,0,223,100,0,0,91,0,91,100,0,0,33,14.8,0,0,0,0,0,0,182,0.01,42,46.1,89,0.01,93,0.01,31,0,151,81.61,33,14.8,93.94,0,0,0,MORONA SANTIAGO,MORONA,ZUA (ZUAC),Ecuador,ECU.15.5.9_1
914,1785,0.01,1785,100,0,0,488,0.01,488,100,0,0,1569,87.9,12,0.67,0,0,0,0,1431,0.04,275,56.3,731,0.04,700,0.04,1310,10,111,80.17,1569,87.9,83.49,12,0.67,83.33,MORONA SANTIAGO,MORONA,CUCHAENTZA,Ecuador,ECU.15.5.2_1
915,1992,0.01,1992,100,0,0,711,0.02,711,100,0,0,593,29.7,9,0.45,0,0,0,0,1236,0.04,273,38.4,600,0.03,636,0.04,455,7,774,62.05,593,29.77,76.73,9,0.45,77.78,MORONA SANTIAGO,MORONA,RIO BLANCO,Ecuador,ECU.15.5.5_1
916,9228,0.06,1996,21.6,7232,78.37,3140,0.07,864,27.5,2276,72.48,534,26.7,26,1.3,283,3.91,267,0.03,1592,0.05,352,40.7,812,0.05,780,0.05,525,13,1054,79.76,817,8.85,98.31,293,3.18,50,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,Ecuador,ECU.15.1.7_1
917,412,0,412,100,0,0,223,0,223,100,0,0,0,0,2,0.49,0,0,0,0,264,0.01,62,27.8,125,0.01,139,0.01,0,1,263,64.08,0,0,0,2,0.49,50,MORONA SANTIAGO,GUALAQUIZA,AMAZONAS (ROSARIO DE CUYES),Ecuador,ECU.15.1.1_1
918,223,0,223,100,0,0,275,0.01,275,100,0,0,1,0.45,0,0,0,0,0,0,163,0,47,17,86,0,77,0,1,0,162,73.09,1,0.45,100,0,0,0,MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,Ecuador,ECU.15.1.2_1
919,4623,0.03,4623,100,0,0,1353,0.03,1353,100,0,0,3759,81.3,8,0.17,0,0,0,0,4199,0.12,862,63.7,2138,0.12,2061,0.12,3499,7,693,90.83,3759,81.31,93.08,8,0.17,87.5,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ecuador,ECU.15.1.3_1
920,552,0,552,100,0,0,330,0.01,330,100,0,0,6,1.09,8,1.45,0,0,0,0,379,0.01,81,24.5,184,0.01,195,0.01,6,8,365,68.66,6,1.09,100,8,1.45,100,MORONA SANTIAGO,GUALAQUIZA,CHIGUINDA,Ecuador,ECU.15.1.4_1
921,608,0,608,100,0,0,263,0.01,263,100,0,0,5,0.82,4,0.66,0,0,0,0,403,0.01,82,31.1,191,0.01,212,0.01,3,0,400,66.28,5,0.82,60,4,0.66,0,MORONA SANTIAGO,GUALAQUIZA,EL ROSARIO,Ecuador,ECU.15.1.6_1
922,511,0,511,100,0,0,225,0,225,100,0,0,24,4.7,8,1.57,0,0,0,0,296,0.01,69,30.6,149,0.01,147,0.01,11,6,279,57.93,24,4.7,45.83,8,1.57,75,MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,Ecuador,ECU.15.1.8_1
923,184,0,184,100,0,0,197,0,197,100,0,0,2,1.09,5,2.72,0,0,0,0,137,0,34,17.2,73,0,64,0,2,1,134,74.46,2,1.09,100,5,2.72,20,MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,Ecuador,ECU.15.1.9_1
924,821,0.01,821,100,0,0,340,0.01,340,100,0,0,23,2.8,5,0.61,0,0,0,0,617,0.02,142,41.7,317,0.02,300,0.02,15,3,599,75.15,23,2.8,65.22,5,0.61,60,MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,Ecuador,ECU.15.1.5_1
925,3981,0.03,458,11.5,3523,88.5,1500,0.03,381,25.4,1119,74.6,47,10.2,2,0.44,181,5.14,59,0.01,380,0.01,113,29.6,195,0.01,185,0.01,42,2,336,82.97,228,5.73,89.36,61,1.53,100,MORONA SANTIAGO,LIMON INDANZA,GRAL. LEONIDAS PLAZA GUTIERREZ,Ecuador,ECU.15.3.1_1
926,1363,0.01,1363,100,0,0,591,0.01,591,100,0,0,52,3.82,16,1.17,0,0,0,0,808,0.02,185,31.3,384,0.02,424,0.02,16,11,781,59.28,52,3.82,30.77,16,1.17,68.75,MORONA SANTIAGO,LIMON INDANZA,INDANZA,Ecuador,ECU.15.3.2_1
927,772,0.01,772,100,0,0,424,0.01,424,100,0,0,260,33.6,7,0.91,0,0,0,0,642,0.02,159,37.5,326,0.02,316,0.02,250,5,387,83.16,260,33.68,96.15,7,0.91,71.43,MORONA SANTIAGO,LIMON INDANZA,STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),Ecuador,ECU.15.3.5_1
928,1044,0.01,1044,100,0,0,490,0.01,490,100,0,0,537,51.4,4,0.38,0,0,0,0,839,0.02,196,40,418,0.02,421,0.02,430,2,407,80.36,537,51.44,80.07,4,0.38,50,MORONA SANTIAGO,LIMON INDANZA,YUNGANZA (CAB EN EL ROSARIO),Ecuador,ECU.15.3.6_1
929,3947,0.03,795,20.1,3152,79.86,1267,0.03,309,24.3,958,75.61,167,21,25,3.14,261,8.28,80,0.01,451,0.01,97,31.3,232,0.01,219,0.01,142,22,287,56.73,428,10.84,85.03,105,2.66,88,MORONA SANTIAGO,PALORA,PALORA (METZERA),Ecuador,ECU.15.7.4_1
930,482,0,482,100,0,0,196,0,196,100,0,0,300,62.2,7,1.45,0,0,0,0,355,0.01,79,40.3,187,0.01,168,0.01,215,7,133,73.65,300,62.24,71.67,7,1.45,100,MORONA SANTIAGO,PALORA,ARAPICOS,Ecuador,ECU.15.7.2_1
931,345,0,345,100,0,0,147,0,147,100,0,0,210,60.8,0,0,0,0,0,0,300,0.01,77,52.3,165,0.01,135,0.01,195,0,105,86.96,210,60.87,92.86,0,0,0,MORONA SANTIAGO,PALORA,CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA DEL ORO),Ecuador,ECU.15.7.3_1
932,1172,0.01,1172,100,0,0,405,0.01,405,100,0,0,764,65.1,2,0.17,0,0,0,0,768,0.02,147,36.3,402,0.02,366,0.02,594,1,173,65.53,764,65.19,77.75,2,0.17,50,MORONA SANTIAGO,PALORA,SANGAY (CAB EN NAYAMANACA),Ecuador,ECU.15.7.5_1
933,990,0.01,990,100,0,0,315,0.01,315,100,0,0,722,72.9,2,0.2,0,0,0,0,703,0.02,142,45,358,0.02,345,0.02,595,1,107,71.01,722,72.93,82.41,2,0.2,50,MORONA SANTIAGO,PALORA,16 DE AGOSTO,Ecuador,ECU.15.7.1_1
934,3008,0.02,731,24.3,2277,75.7,1064,0.02,278,26.1,786,73.87,343,46.9,14,1.92,195,8.56,96,0.01,621,0.02,130,46.7,321,0.02,300,0.02,328,14,279,84.95,538,17.89,95.63,110,3.66,100,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MENDEZ,Ecuador,ECU.15.9.6_1
935,480,0,480,100,0,0,272,0.01,272,100,0,0,33,6.88,6,1.25,0,0,0,0,277,0.01,71,26.1,158,0.01,119,0.01,31,5,241,57.71,33,6.88,93.94,6,1.25,83.33,MORONA SANTIAGO,SANTIAGO,COPAL,Ecuador,ECU.15.9.2_1
936,467,0,467,100,0,0,229,0,229,100,0,0,48,10.2,2,0.43,0,0,0,0,278,0.01,69,30.1,149,0.01,129,0.01,35,1,242,59.53,48,10.28,72.92,2,0.43,50,MORONA SANTIAGO,SANTIAGO,CHUPIANZA,Ecuador,ECU.15.9.1_1
937,2133,0.01,2133,100,0,0,630,0.01,630,100,0,0,1198,56.1,36,1.69,0,0,0,0,1263,0.04,242,38.4,632,0.04,631,0.04,1007,3,253,59.21,1198,56.17,84.06,36,1.69,8.33,MORONA SANTIAGO,SANTIAGO,PATUCA,Ecuador,ECU.15.9.3_1
938,618,0,618,100,0,0,226,0,226,100,0,0,184,29.7,1,0.16,0,0,0,0,373,0.01,76,33.6,189,0.01,184,0.01,140,1,232,60.36,184,29.77,76.09,1,0.16,100,MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO (CAB EN EL ACHO),Ecuador,ECU.15.9.5_1
939,1510,0.01,1510,100,0,0,497,0.01,497,100,0,0,722,47.8,6,0.4,0,0,0,0,973,0.03,195,39.2,518,0.03,455,0.03,654,3,316,64.44,722,47.81,90.58,6,0.4,50,MORONA SANTIAGO,SANTIAGO,TAYUZA,Ecuador,ECU.15.9.7_1
940,1079,0.01,1079,100,0,0,306,0.01,306,100,0,0,735,68.1,1,0.09,0,0,0,0,759,0.02,142,46.4,358,0.02,401,0.02,585,1,173,70.34,735,68.12,79.59,1,0.09,100,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,Ecuador,ECU.15.9.4_1
941,12619,0.09,4814,38.1,7805,61.85,3978,0.09,1556,39.1,2422,60.88,2516,52.2,33,0.69,886,11.35,148,0.02,3745,0.11,706,45.3,1858,0.11,1887,0.11,2271,23,1451,77.79,3402,26.96,90.26,181,1.43,69.7,MORONA SANTIAGO,SUCUA,SUCUA,Ecuador,ECU.15.10.4_1
942,1903,0.01,1903,100,0,0,471,0.01,471,100,0,0,1853,97.3,0,0,0,0,0,0,1611,0.05,314,66.6,776,0.04,835,0.05,1571,0,40,84.66,1853,97.37,84.78,0,0,0,MORONA SANTIAGO,SUCUA,ASUNCION,Ecuador,ECU.15.10.1_1
943,2891,0.02,2891,100,0,0,932,0.02,932,100,0,0,1070,37,29,1,0,0,0,0,1838,0.05,360,38.6,901,0.05,937,0.05,894,20,924,63.58,1070,37.01,83.55,29,1,68.97,MORONA SANTIAGO,SUCUA,HUAMBI,Ecuador,ECU.15.10.2_1
944,905,0.01,905,100,0,0,365,0.01,365,100,0,0,55,6.08,5,0.55,0,0,0,0,484,0.01,108,29.5,237,0.01,247,0.01,30,4,450,53.48,55,6.08,54.55,5,0.55,80,MORONA SANTIAGO,SUCUA,SANTA MARIANITA DE JESUS,Ecuador,ECU.15.10.3_1
945,2538,0.02,1638,64.5,900,35.46,679,0.01,404,59.5,275,40.5,1442,88,1,0.06,76,8.44,14,0,1566,0.05,279,69,793,0.05,773,0.04,1409,1,156,95.6,1518,59.81,97.71,15,0.59,100,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,Ecuador,ECU.15.2.2_1
946,5928,0.04,5928,100,0,0,1392,0.03,1392,100,0,0,5496,92.7,8,0.13,0,0,0,0,5315,0.15,974,69.9,2710,0.15,2605,0.15,4980,7,328,89.66,5496,92.71,90.61,8,0.13,87.5,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,Ecuador,ECU.15.2.1_1
947,2177,0.02,787,36.1,1390,63.85,840,0.02,424,50.4,416,49.52,144,18.3,1,0.13,50,3.6,38,0,583,0.02,147,34.6,279,0.02,304,0.02,115,1,467,74.08,194,8.91,79.86,39,1.79,100,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,Ecuador,ECU.15.8.4_1
948,265,0,265,100,0,0,160,0,160,100,0,0,8,3.02,19,7.17,0,0,0,0,203,0.01,51,31.8,105,0.01,98,0.01,7,19,177,76.6,8,3.02,87.5,19,7.17,100,MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZUCAR,Ecuador,ECU.15.8.1_1
949,793,0.01,793,100,0,0,188,0,188,100,0,0,664,83.7,2,0.25,0,0,0,0,741,0.02,140,74.4,375,0.02,366,0.02,658,1,82,93.44,664,83.73,99.1,2,0.25,50,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,Ecuador,ECU.15.8.2_1
950,204,0,204,100,0,0,102,0,102,100,0,0,36,17.6,3,1.47,0,0,0,0,175,0.01,44,43.1,87,0,88,0.01,35,2,138,85.78,36,17.65,97.22,3,1.47,66.67,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,Ecuador,ECU.15.8.3_1
951,469,0,469,100,0,0,171,0,171,100,0,0,82,17.4,0,0,0,0,0,0,362,0.01,78,45.6,187,0.01,175,0.01,82,0,280,77.19,82,17.48,100,0,0,0,MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,Ecuador,ECU.15.8.5_1
952,5949,0.04,4913,82.5,1036,17.41,1503,0.03,1190,79.1,313,20.83,4787,97.4,1,0.02,462,44.59,7,0,4786,0.14,915,76.8,2426,0.14,2360,0.14,4667,1,118,97.42,5249,88.23,97.49,8,0.13,100,MORONA SANTIAGO,TAISHA,TAISHA,Ecuador,ECU.15.11.4_1
953,1509,0.01,1509,100,0,0,281,0.01,281,100,0,0,1504,99.6,0,0,0,0,0,0,1502,0.04,254,90.3,723,0.04,779,0.05,1501,0,1,99.54,1504,99.67,99.8,0,0,0,MORONA SANTIAGO,TAISHA,HUASAGA (CAB EN WAMPUIK),Ecuador,ECU.15.11.1_1
954,3885,0.03,3885,100,0,0,1087,0.02,1087,100,0,0,3859,99.3,3,0.08,0,0,0,0,3758,0.11,747,68.7,1883,0.11,1875,0.11,3734,3,21,96.73,3859,99.33,96.76,3,0.08,100,MORONA SANTIAGO,TAISHA,MACUMA,Ecuador,ECU.15.11.2_1
955,4641,0.03,4641,100,0,0,980,0.02,980,100,0,0,4630,99.7,0,0,0,0,0,0,4612,0.13,880,89.8,2327,0.13,2285,0.13,4601,0,11,99.38,4630,99.76,99.37,0,0,0,MORONA SANTIAGO,TAISHA,TUUTINENTZA,Ecuador,ECU.15.11.5_1
956,2453,0.02,2453,100,0,0,446,0.01,446,100,0,0,2429,99,1,0.04,0,0,0,0,2362,0.07,405,90.8,1190,0.07,1172,0.07,2357,0,5,96.29,2429,99.02,97.04,1,0.04,0,MORONA SANTIAGO,TAISHA,PUMPUENTSA,Ecuador,ECU.15.11.3_1
957,2053,0.01,571,27.8,1482,72.19,785,0.02,265,33.7,520,66.24,406,71.1,1,0.18,142,9.58,27,0,502,0.01,112,42.2,254,0.01,248,0.01,367,0,135,87.92,548,26.69,90.39,28,1.36,0,MORONA SANTIAGO,LOGRO?…O,LOGROO,Ecuador,ECU.15.4.1_1
958,1777,0.01,1777,100,0,0,442,0.01,442,100,0,0,1756,98.8,0,0,0,0,0,0,1530,0.04,270,61,757,0.04,773,0.04,1511,0,19,86.1,1756,98.82,86.05,0,0,0,MORONA SANTIAGO,LOGRO?…O,YAUPI,Ecuador,ECU.15.4.3_1
